event_id	pos_id	mse_n	exon	intron	strand	gene_id	gene_name	label	ref_junction	ref_PSI	alt_junction	alt_PSI	dPSI	OR_junction	p_junction	p_maximum	q	Diff events	WT_F_1_PSI	WT_F_2_PSI	WT_F_3_PSI	KO_F_1_PSI	KO_M_3_PSI	KO_M_4_PSI	p_ttest
MSE_6474	MSE@chrX@50567540-50567693;50569277-50570291;50573224-50573351;50577871-50578024;50580339-50580420;50580581-50580949;50581403-50581556;50584679-50584847;50591925-50592085;50595461-50595615;50598134-50598288;50600744-50600898;50603371-50603525;50608687-50608814;50612705-50612850@50564967-50615361	15	chrX:50567540-50567693;chrX:50569277-50570291;chrX:50573224-50573351;chrX:50577871-50578024;chrX:50580339-50580420;chrX:50580581-50580949;chrX:50581403-50581556;chrX:50584679-50584847;chrX:50591925-50592085;chrX:50595461-50595615;chrX:50598134-50598288;chrX:50600744-50600898;chrX:50603371-50603525;chrX:50608687-50608814;chrX:50612705-50612850	chrX:50564967-50567540;chrX:50567693-50569277;chrX:50570291-50573224;chrX:50573351-50577871;chrX:50578024-50580339;chrX:50580420-50580581;chrX:50580949-50581403;chrX:50581556-50584679;chrX:50584847-50591925;chrX:50592085-50595461;chrX:50595615-50598134;chrX:50598288-50600744;chrX:50600898-50603371;chrX:50603525-50608687;chrX:50608814-50612705;chrX:50612850-50615361;chrX:50564967-50615361	-	ENSMUSG00000085396	Firre	unannotated	1066;1040;375;529;111;70;308;780;978;446;266;329;104;35;326;458;0	1.0	1137;1340;332;599;131;45;583;978;887;444;284;436;56;93;473;484;4	0.9923499880468564	-0.007650011953143632	inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf	0.1255263838726573;0.13691385940683784;0.049404594881460186;0.12754447751279724;0.12909484732184223;0.02668211104969795;0.30482588147125034;0.13445304947191905;0.05146835724933112;0.12416435925408269;0.12482802605460512;0.13970490711314823;0.016785480128550478;0.5729130328810783;0.15074338758864939;0.12496115487808734	0.5729130328810783	1.0	No	1.0	1.0	1.0	1.0	0.972972972972973	1.0	0.4226497308103727
MSE_6475	MSE@chrX@50567540-50567693;50569277-50570291;50573224-50573351;50577871-50578024;50580339-50580420;50580581-50580949;50581403-50581556;50584679-50584847;50591925-50592085;50595461-50595615;50598134-50598288;50600744-50600898;50603439-50603525;50606008-50606162;50608471-50608607;50608687-50608814;50612705-50612850@50564967-50615361	17	chrX:50567540-50567693;chrX:50569277-50570291;chrX:50573224-50573351;chrX:50577871-50578024;chrX:50580339-50580420;chrX:50580581-50580949;chrX:50581403-50581556;chrX:50584679-50584847;chrX:50591925-50592085;chrX:50595461-50595615;chrX:50598134-50598288;chrX:50600744-50600898;chrX:50603439-50603525;chrX:50606008-50606162;chrX:50608471-50608607;chrX:50608687-50608814;chrX:50612705-50612850	chrX:50564967-50567540;chrX:50567693-50569277;chrX:50570291-50573224;chrX:50573351-50577871;chrX:50578024-50580339;chrX:50580420-50580581;chrX:50580949-50581403;chrX:50581556-50584679;chrX:50584847-50591925;chrX:50592085-50595461;chrX:50595615-50598134;chrX:50598288-50600744;chrX:50600898-50603439;chrX:50603525-50606008;chrX:50606162-50608471;chrX:50608607-50608687;chrX:50608814-50612705;chrX:50612850-50615361;chrX:50564967-50615361	-	ENSMUSG00000085396	Firre	unannotated	1066;1040;375;529;111;70;308;780;978;446;266;329;209;34;49;218;326;458;0	1.0	1137;1340;332;599;131;45;583;978;887;444;284;436;255;45;42;269;473;484;4	0.9918515165233137	-0.008148483476686286	inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf	0.1255263838726573;0.13691385940683784;0.049404594881460186;0.12754447751279724;0.12909484732184223;0.02668211104969795;0.30482588147125034;0.13445304947191905;0.05146835724933112;0.12416435925408269;0.12482802605460512;0.13970490711314823;0.13197278854682443;0.1405361282528488;0.051258895350937396;0.13290147205378483;0.15074338758864939;0.12496115487808734	0.30482588147125034	1.0	No	1.0	1.0	1.0	1.0	0.9713033080908728	1.0	0.4226497308103727
MSE_6476	MSE@chrX@50567540-50567693;50569277-50570291;50573224-50573351;50577871-50578024;50580339-50580420;50580581-50580949;50581403-50581556;50584679-50584847;50591925-50592085;50595461-50595615;50598134-50598288;50600744-50600898;50603439-50603525;50606008-50606162;50608478-50608607;50608687-50608814;50612705-50612850@50564967-50615361	17	chrX:50567540-50567693;chrX:50569277-50570291;chrX:50573224-50573351;chrX:50577871-50578024;chrX:50580339-50580420;chrX:50580581-50580949;chrX:50581403-50581556;chrX:50584679-50584847;chrX:50591925-50592085;chrX:50595461-50595615;chrX:50598134-50598288;chrX:50600744-50600898;chrX:50603439-50603525;chrX:50606008-50606162;chrX:50608478-50608607;chrX:50608687-50608814;chrX:50612705-50612850	chrX:50564967-50567540;chrX:50567693-50569277;chrX:50570291-50573224;chrX:50573351-50577871;chrX:50578024-50580339;chrX:50580420-50580581;chrX:50580949-50581403;chrX:50581556-50584679;chrX:50584847-50591925;chrX:50592085-50595461;chrX:50595615-50598134;chrX:50598288-50600744;chrX:50600898-50603439;chrX:50603525-50606008;chrX:50606162-50608478;chrX:50608607-50608687;chrX:50608814-50612705;chrX:50612850-50615361;chrX:50564967-50615361	-	ENSMUSG00000085396	Firre	unannotated	1066;1040;375;529;111;70;308;780;978;446;266;329;209;34;28;218;326;458;0	1.0	1137;1340;332;599;131;45;583;978;887;444;284;436;255;45;78;269;473;484;4	0.9918845807033363	-0.008115419296663706	inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf	0.1255263838726573;0.13691385940683784;0.049404594881460186;0.12754447751279724;0.12909484732184223;0.02668211104969795;0.30482588147125034;0.13445304947191905;0.05146835724933112;0.12416435925408269;0.12482802605460512;0.13970490711314823;0.13197278854682443;0.1405361282528488;0.5704831908210113;0.13290147205378483;0.15074338758864939;0.12496115487808734	0.5704831908210113	1.0	No	1.0	1.0	1.0	1.0	0.9714851485148515	1.0	0.42264973081037427
MSE_6477	MSE@chrX@50567540-50567693;50569277-50570291;50573224-50573351;50577871-50578024;50580581-50580949;50581403-50581556;50584679-50584847;50591925-50592085;50595461-50595615;50598134-50598288;50600744-50600898;50603371-50603525;50606008-50606162;50608471-50608607;50608687-50608814;50612705-50612850@50564967-50615361	16	chrX:50567540-50567693;chrX:50569277-50570291;chrX:50573224-50573351;chrX:50577871-50578024;chrX:50580581-50580949;chrX:50581403-50581556;chrX:50584679-50584847;chrX:50591925-50592085;chrX:50595461-50595615;chrX:50598134-50598288;chrX:50600744-50600898;chrX:50603371-50603525;chrX:50606008-50606162;chrX:50608471-50608607;chrX:50608687-50608814;chrX:50612705-50612850	chrX:50564967-50567540;chrX:50567693-50569277;chrX:50570291-50573224;chrX:50573351-50577871;chrX:50578024-50580581;chrX:50580949-50581403;chrX:50581556-50584679;chrX:50584847-50591925;chrX:50592085-50595461;chrX:50595615-50598134;chrX:50598288-50600744;chrX:50600898-50603371;chrX:50603525-50606008;chrX:50606162-50608471;chrX:50608607-50608687;chrX:50608814-50612705;chrX:50612850-50615361;chrX:50564967-50615361	-	ENSMUSG00000085396	Firre	unannotated	1066;1040;375;529;383;308;780;978;446;266;329;104;34;49;218;326;458;0	1.0	1137;1340;332;599;353;583;978;887;444;284;436;56;45;42;269;473;484;4	0.9922814982973893	-0.007718501702610681	inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf	0.1255263838726573;0.13691385940683784;0.049404594881460186;0.12754447751279724;0.053696975098252823;0.30482588147125034;0.13445304947191905;0.05146835724933112;0.12416435925408269;0.12482802605460512;0.13970490711314823;0.016785480128550478;0.1405361282528488;0.051258895350937396;0.13290147205378483;0.15074338758864939;0.12496115487808734	0.30482588147125034	1.0	No	1.0	1.0	1.0	1.0	0.9728326008789453	1.0	0.42264973081037105
MSE_6478	MSE@chrX@50567540-50567693;50569277-50570291;50573224-50573351;50577871-50578024;50580581-50580949;50581403-50581556;50584679-50584847;50591925-50592085;50595461-50595615;50598134-50598288;50600744-50600898;50603371-50603525;50606076-50606162;50608478-50608607;50608687-50608814;50612705-50612850@50564967-50615361	16	chrX:50567540-50567693;chrX:50569277-50570291;chrX:50573224-50573351;chrX:50577871-50578024;chrX:50580581-50580949;chrX:50581403-50581556;chrX:50584679-50584847;chrX:50591925-50592085;chrX:50595461-50595615;chrX:50598134-50598288;chrX:50600744-50600898;chrX:50603371-50603525;chrX:50606076-50606162;chrX:50608478-50608607;chrX:50608687-50608814;chrX:50612705-50612850	chrX:50564967-50567540;chrX:50567693-50569277;chrX:50570291-50573224;chrX:50573351-50577871;chrX:50578024-50580581;chrX:50580949-50581403;chrX:50581556-50584679;chrX:50584847-50591925;chrX:50592085-50595461;chrX:50595615-50598134;chrX:50598288-50600744;chrX:50600898-50603371;chrX:50603525-50606076;chrX:50606162-50608478;chrX:50608607-50608687;chrX:50608814-50612705;chrX:50612850-50615361;chrX:50564967-50615361	-	ENSMUSG00000085396	Firre	unannotated	1066;1040;375;529;383;308;780;978;446;266;329;104;38;28;218;326;458;0	1.0	1137;1340;332;599;353;583;978;887;444;284;436;56;62;78;269;473;484;4	0.9923276542931287	-0.007672345706871253	inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf	0.1255263838726573;0.13691385940683784;0.049404594881460186;0.12754447751279724;0.053696975098252823;0.30482588147125034;0.13445304947191905;0.05146835724933112;0.12416435925408269;0.12482802605460512;0.13970490711314823;0.016785480128550478;0.2938829862426562;0.5704831908210113;0.13290147205378483;0.15074338758864939;0.12496115487808734	0.5704831908210113	1.0	No	1.0	1.0	1.0	1.0	0.9733019238319591	1.0	0.4226497308103726
MSE_6479	MSE@chrX@50567540-50567693;50569277-50570291;50573224-50573351;50577871-50578024;50580581-50580949;50581403-50581556;50584679-50584847;50591925-50592085;50595461-50595615;50598134-50598288;50600744-50600898;50603371-50603525;50608478-50608607;50608687-50608814;50612705-50612850@50564967-50615361	15	chrX:50567540-50567693;chrX:50569277-50570291;chrX:50573224-50573351;chrX:50577871-50578024;chrX:50580581-50580949;chrX:50581403-50581556;chrX:50584679-50584847;chrX:50591925-50592085;chrX:50595461-50595615;chrX:50598134-50598288;chrX:50600744-50600898;chrX:50603371-50603525;chrX:50608478-50608607;chrX:50608687-50608814;chrX:50612705-50612850	chrX:50564967-50567540;chrX:50567693-50569277;chrX:50570291-50573224;chrX:50573351-50577871;chrX:50578024-50580581;chrX:50580949-50581403;chrX:50581556-50584679;chrX:50584847-50591925;chrX:50592085-50595461;chrX:50595615-50598134;chrX:50598288-50600744;chrX:50600898-50603371;chrX:50603525-50608478;chrX:50608607-50608687;chrX:50608814-50612705;chrX:50612850-50615361;chrX:50564967-50615361	-	ENSMUSG00000085396	Firre	unannotated	1066;1040;375;529;383;308;780;978;446;266;329;104;142;218;326;458;0	1.0	1137;1340;332;599;353;583;978;887;444;284;436;56;161;269;473;484;4	0.9927927927927928	-0.007207207207207245	inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf	0.1255263838726573;0.13691385940683784;0.049404594881460186;0.12754447751279724;0.053696975098252823;0.30482588147125034;0.13445304947191905;0.05146835724933112;0.12416435925408269;0.12482802605460512;0.13970490711314823;0.016785480128550478;0.12676649438515925;0.13290147205378483;0.15074338758864939;0.12496115487808734	0.30482588147125034	1.0	No	1.0	1.0	1.0	1.0	0.9747534516765286	1.0	0.42264973081037593
MSE_6480	MSE@chrX@50567540-50567693;50569277-50570291;50573224-50573351;50577871-50578024;50580581-50580949;50581403-50581556;50584679-50584847;50591925-50592085;50595461-50595615;50598134-50598288;50600744-50600898;50603439-50603525;50606008-50606162;50608478-50608607;50608687-50608814;50612705-50612850@50564967-50615361	16	chrX:50567540-50567693;chrX:50569277-50570291;chrX:50573224-50573351;chrX:50577871-50578024;chrX:50580581-50580949;chrX:50581403-50581556;chrX:50584679-50584847;chrX:50591925-50592085;chrX:50595461-50595615;chrX:50598134-50598288;chrX:50600744-50600898;chrX:50603439-50603525;chrX:50606008-50606162;chrX:50608478-50608607;chrX:50608687-50608814;chrX:50612705-50612850	chrX:50564967-50567540;chrX:50567693-50569277;chrX:50570291-50573224;chrX:50573351-50577871;chrX:50578024-50580581;chrX:50580949-50581403;chrX:50581556-50584679;chrX:50584847-50591925;chrX:50592085-50595461;chrX:50595615-50598134;chrX:50598288-50600744;chrX:50600898-50603439;chrX:50603525-50606008;chrX:50606162-50608478;chrX:50608607-50608687;chrX:50608814-50612705;chrX:50612850-50615361;chrX:50564967-50615361	-	ENSMUSG00000085396	Firre	unannotated	1066;1040;375;529;383;308;780;978;446;266;329;209;34;28;218;326;458;0	1.0	1137;1340;332;599;353;583;978;887;444;284;436;255;45;78;269;473;484;4	0.992482034273079	-0.007517965726920983	inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf	0.1255263838726573;0.13691385940683784;0.049404594881460186;0.12754447751279724;0.053696975098252823;0.30482588147125034;0.13445304947191905;0.05146835724933112;0.12416435925408269;0.12482802605460512;0.13970490711314823;0.13197278854682443;0.1405361282528488;0.5704831908210113;0.13290147205378483;0.15074338758864939;0.12496115487808734	0.5704831908210113	1.0	No	1.0	1.0	1.0	1.0	0.9737553068313393	1.0	0.42264973081037416
MSE_6481	MSE@chrX@50567540-50567693;50569277-50570291;50573224-50573351;50577871-50578024;50580581-50580949;50581403-50581556;50584679-50584847;50591925-50592085;50595461-50595615;50598134-50598288;50600744-50600898;50603439-50603525;50606076-50606162;50608478-50608607;50608687-50608814;50612705-50612850@50564967-50615361	16	chrX:50567540-50567693;chrX:50569277-50570291;chrX:50573224-50573351;chrX:50577871-50578024;chrX:50580581-50580949;chrX:50581403-50581556;chrX:50584679-50584847;chrX:50591925-50592085;chrX:50595461-50595615;chrX:50598134-50598288;chrX:50600744-50600898;chrX:50603439-50603525;chrX:50606076-50606162;chrX:50608478-50608607;chrX:50608687-50608814;chrX:50612705-50612850	chrX:50564967-50567540;chrX:50567693-50569277;chrX:50570291-50573224;chrX:50573351-50577871;chrX:50578024-50580581;chrX:50580949-50581403;chrX:50581556-50584679;chrX:50584847-50591925;chrX:50592085-50595461;chrX:50595615-50598134;chrX:50598288-50600744;chrX:50600898-50603439;chrX:50603525-50606076;chrX:50606162-50608478;chrX:50608607-50608687;chrX:50608814-50612705;chrX:50612850-50615361;chrX:50564967-50615361	-	ENSMUSG00000085396	Firre	unannotated	1066;1040;375;529;383;308;780;978;446;266;329;209;38;28;218;326;458;0	1.0	1137;1340;332;599;353;583;978;887;444;284;436;255;62;78;269;473;484;4	0.9924961377179431	-0.007503862282056906	inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf	0.1255263838726573;0.13691385940683784;0.049404594881460186;0.12754447751279724;0.053696975098252823;0.30482588147125034;0.13445304947191905;0.05146835724933112;0.12416435925408269;0.12482802605460512;0.13970490711314823;0.13197278854682443;0.2938829862426562;0.5704831908210113;0.13290147205378483;0.15074338758864939;0.12496115487808734	0.5704831908210113	1.0	No	1.0	1.0	1.0	1.0	0.9740358915616648	1.0	0.42264973081037094
MSE_6482	MSE@chrX@50567540-50567693;50569277-50570291;50573224-50573351;50577871-50578024;50580581-50580949;50581403-50581556;50584679-50584847;50591925-50592085;50595461-50595615;50598134-50598288;50600744-50600898;50603439-50603525;50606076-50606162;50608687-50608814;50612705-50612850@50564967-50615361	15	chrX:50567540-50567693;chrX:50569277-50570291;chrX:50573224-50573351;chrX:50577871-50578024;chrX:50580581-50580949;chrX:50581403-50581556;chrX:50584679-50584847;chrX:50591925-50592085;chrX:50595461-50595615;chrX:50598134-50598288;chrX:50600744-50600898;chrX:50603439-50603525;chrX:50606076-50606162;chrX:50608687-50608814;chrX:50612705-50612850	chrX:50564967-50567540;chrX:50567693-50569277;chrX:50570291-50573224;chrX:50573351-50577871;chrX:50578024-50580581;chrX:50580949-50581403;chrX:50581556-50584679;chrX:50584847-50591925;chrX:50592085-50595461;chrX:50595615-50598134;chrX:50598288-50600744;chrX:50600898-50603439;chrX:50603525-50606076;chrX:50606162-50608687;chrX:50608814-50612705;chrX:50612850-50615361;chrX:50564967-50615361	-	ENSMUSG00000085396	Firre	unannotated	1066;1040;375;529;383;308;780;978;446;266;329;209;38;7;326;458;0	1.0	1137;1340;332;599;353;583;978;887;444;284;436;255;62;44;473;484;4	0.9926898914905768	-0.007310108509423152	inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf	0.1255263838726573;0.13691385940683784;0.049404594881460186;0.12754447751279724;0.053696975098252823;0.30482588147125034;0.13445304947191905;0.05146835724933112;0.12416435925408269;0.12482802605460512;0.13970490711314823;0.13197278854682443;0.2938829862426562;1.0;0.15074338758864939;0.12496115487808734	1.0	1.0	No	1.0	1.0	1.0	1.0	0.9749314531923228	1.0	0.42264973081036916
MSE_6483	MSE@chrX@50567540-50567693;50569277-50570291;50573224-50573351;50577871-50578024;50580581-50580949;50581403-50581556;50584679-50584847;50591925-50592085;50595461-50595615;50598134-50598288;50600744-50600898;50603439-50603525;50608478-50608604;50608687-50608814;50612705-50612850@50564967-50615361	15	chrX:50567540-50567693;chrX:50569277-50570291;chrX:50573224-50573351;chrX:50577871-50578024;chrX:50580581-50580949;chrX:50581403-50581556;chrX:50584679-50584847;chrX:50591925-50592085;chrX:50595461-50595615;chrX:50598134-50598288;chrX:50600744-50600898;chrX:50603439-50603525;chrX:50608478-50608604;chrX:50608687-50608814;chrX:50612705-50612850	chrX:50564967-50567540;chrX:50567693-50569277;chrX:50570291-50573224;chrX:50573351-50577871;chrX:50578024-50580581;chrX:50580949-50581403;chrX:50581556-50584679;chrX:50584847-50591925;chrX:50592085-50595461;chrX:50595615-50598134;chrX:50598288-50600744;chrX:50600898-50603439;chrX:50603525-50608478;chrX:50608604-50608687;chrX:50608814-50612705;chrX:50612850-50615361;chrX:50564967-50615361	-	ENSMUSG00000085396	Firre	annotated	1066;1040;375;529;383;308;780;978;446;266;329;209;142;86;326;458;0	1.0	1137;1340;332;599;353;583;978;887;444;284;436;255;161;122;473;484;4	0.9928347514554411	-0.007165248544558911	inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf	0.1255263838726573;0.13691385940683784;0.049404594881460186;0.12754447751279724;0.053696975098252823;0.30482588147125034;0.13445304947191905;0.05146835724933112;0.12416435925408269;0.12482802605460512;0.13970490711314823;0.13197278854682443;0.12676649438515925;0.14831466250678682;0.15074338758864939;0.12496115487808734	0.30482588147125034	1.0	No	1.0	1.0	1.0	1.0	0.9752800308999614	1.0	0.42264973081037593
MSE_6484	MSE@chrX@50567540-50567693;50569277-50570291;50573224-50573351;50577871-50578024;50580581-50580949;50581403-50581556;50584679-50584847;50591925-50592085;50595461-50595615;50598134-50598288;50600744-50600898;50603439-50603525;50608478-50608607;50608687-50608814;50612105-50612241;50612705-50612850@50564967-50615361	16	chrX:50567540-50567693;chrX:50569277-50570291;chrX:50573224-50573351;chrX:50577871-50578024;chrX:50580581-50580949;chrX:50581403-50581556;chrX:50584679-50584847;chrX:50591925-50592085;chrX:50595461-50595615;chrX:50598134-50598288;chrX:50600744-50600898;chrX:50603439-50603525;chrX:50608478-50608607;chrX:50608687-50608814;chrX:50612105-50612241;chrX:50612705-50612850	chrX:50564967-50567540;chrX:50567693-50569277;chrX:50570291-50573224;chrX:50573351-50577871;chrX:50578024-50580581;chrX:50580949-50581403;chrX:50581556-50584679;chrX:50584847-50591925;chrX:50592085-50595461;chrX:50595615-50598134;chrX:50598288-50600744;chrX:50600898-50603439;chrX:50603525-50608478;chrX:50608607-50608687;chrX:50608814-50612105;chrX:50612241-50612705;chrX:50612850-50615361;chrX:50564967-50615361	-	ENSMUSG00000085396	Firre	unannotated	1066;1040;375;529;383;308;780;978;446;266;329;209;142;218;106;60;458;0	1.0	1137;1340;332;599;353;583;978;887;444;284;436;255;161;269;66;50;484;4	0.9922071968828788	-0.007792803117121161	inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf	0.1255263838726573;0.13691385940683784;0.049404594881460186;0.12754447751279724;0.053696975098252823;0.30482588147125034;0.13445304947191905;0.05146835724933112;0.12416435925408269;0.12482802605460512;0.13970490711314823;0.13197278854682443;0.12676649438515925;0.13290147205378483;0.023734756373783684;0.04739350768694039;0.12496115487808734	0.30482588147125034	1.0	No	1.0	1.0	1.0	1.0	0.9733333333333334	1.0	0.4226497308103758
MSE_6485	MSE@chrX@50567540-50567693;50569277-50570291;50573224-50573351;50577871-50578024;50580581-50580949;50581403-50581556;50584679-50584847;50591925-50592085;50595461-50595615;50598134-50598288;50600744-50600898;50603439-50603525;50608478-50608607;50608687-50608814;50612705-50612850@50564967-50615361	15	chrX:50567540-50567693;chrX:50569277-50570291;chrX:50573224-50573351;chrX:50577871-50578024;chrX:50580581-50580949;chrX:50581403-50581556;chrX:50584679-50584847;chrX:50591925-50592085;chrX:50595461-50595615;chrX:50598134-50598288;chrX:50600744-50600898;chrX:50603439-50603525;chrX:50608478-50608607;chrX:50608687-50608814;chrX:50612705-50612850	chrX:50564967-50567540;chrX:50567693-50569277;chrX:50570291-50573224;chrX:50573351-50577871;chrX:50578024-50580581;chrX:50580949-50581403;chrX:50581556-50584679;chrX:50584847-50591925;chrX:50592085-50595461;chrX:50595615-50598134;chrX:50598288-50600744;chrX:50600898-50603439;chrX:50603525-50608478;chrX:50608607-50608687;chrX:50608814-50612705;chrX:50612850-50615361;chrX:50564967-50615361	-	ENSMUSG00000085396	Firre	unannotated	1066;1040;375;529;383;308;780;978;446;266;329;209;142;218;326;458;0	1.0	1137;1340;332;599;353;583;978;887;444;284;436;255;161;269;473;484;4	0.9929507655028087	-0.0070492344971913035	inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf	0.1255263838726573;0.13691385940683784;0.049404594881460186;0.12754447751279724;0.053696975098252823;0.30482588147125034;0.13445304947191905;0.05146835724933112;0.12416435925408269;0.12482802605460512;0.13970490711314823;0.13197278854682443;0.12676649438515925;0.13290147205378483;0.15074338758864939;0.12496115487808734	0.30482588147125034	1.0	No	1.0	1.0	1.0	1.0	0.9754507096279248	1.0	0.42264973081037416
MSE_6486	MSE@chrX@50567540-50567693;50569277-50570291;50573224-50573351;50577871-50578024;50580581-50580949;50581403-50581556;50584679-50584847;50591925-50592085;50595461-50595615;50598134-50598288;50600744-50600898;50603439-50603525;50608687-50608814;50612705-50612850@50564967-50615361	14	chrX:50567540-50567693;chrX:50569277-50570291;chrX:50573224-50573351;chrX:50577871-50578024;chrX:50580581-50580949;chrX:50581403-50581556;chrX:50584679-50584847;chrX:50591925-50592085;chrX:50595461-50595615;chrX:50598134-50598288;chrX:50600744-50600898;chrX:50603439-50603525;chrX:50608687-50608814;chrX:50612705-50612850	chrX:50564967-50567540;chrX:50567693-50569277;chrX:50570291-50573224;chrX:50573351-50577871;chrX:50578024-50580581;chrX:50580949-50581403;chrX:50581556-50584679;chrX:50584847-50591925;chrX:50592085-50595461;chrX:50595615-50598134;chrX:50598288-50600744;chrX:50600898-50603439;chrX:50603525-50608687;chrX:50608814-50612705;chrX:50612850-50615361;chrX:50564967-50615361	-	ENSMUSG00000085396	Firre	unannotated	1066;1040;375;529;383;308;780;978;446;266;329;209;35;326;458;0	1.0	1137;1340;332;599;353;583;978;887;444;284;436;255;93;473;484;4	0.9931334401464866	-0.006866559853513365	inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf	0.1255263838726573;0.13691385940683784;0.049404594881460186;0.12754447751279724;0.053696975098252823;0.30482588147125034;0.13445304947191905;0.05146835724933112;0.12416435925408269;0.12482802605460512;0.13970490711314823;0.13197278854682443;0.5729130328810783;0.15074338758864939;0.12496115487808734	0.5729130328810783	1.0	No	1.0	1.0	1.0	1.0	0.9760574620909817	1.0	0.4226497308103707
MSE_6487	MSE@chrX@50567540-50567693;50569277-50570291;50573224-50573351;50577871-50578024;50580581-50580949;50581403-50581556;50584679-50584847;50591925-50592085;50595461-50595615;50598134-50598288;50600744-50600898;50606076-50606162;50608471-50608607;50608687-50608814;50612105-50612241;50612705-50612850@50564967-50615361	16	chrX:50567540-50567693;chrX:50569277-50570291;chrX:50573224-50573351;chrX:50577871-50578024;chrX:50580581-50580949;chrX:50581403-50581556;chrX:50584679-50584847;chrX:50591925-50592085;chrX:50595461-50595615;chrX:50598134-50598288;chrX:50600744-50600898;chrX:50606076-50606162;chrX:50608471-50608607;chrX:50608687-50608814;chrX:50612105-50612241;chrX:50612705-50612850	chrX:50564967-50567540;chrX:50567693-50569277;chrX:50570291-50573224;chrX:50573351-50577871;chrX:50578024-50580581;chrX:50580949-50581403;chrX:50581556-50584679;chrX:50584847-50591925;chrX:50592085-50595461;chrX:50595615-50598134;chrX:50598288-50600744;chrX:50600898-50606076;chrX:50606162-50608471;chrX:50608607-50608687;chrX:50608814-50612105;chrX:50612241-50612705;chrX:50612850-50615361;chrX:50564967-50615361	-	ENSMUSG00000085396	Firre	unannotated	1066;1040;375;529;383;308;780;978;446;266;329;37;49;218;106;60;458;0	1.0	1137;1340;332;599;353;583;978;887;444;284;436;19;42;269;66;50;484;4	0.9918767172380839	-0.008123282761916095	inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf	0.1255263838726573;0.13691385940683784;0.049404594881460186;0.12754447751279724;0.053696975098252823;0.30482588147125034;0.13445304947191905;0.05146835724933112;0.12416435925408269;0.12482802605460512;0.13970490711314823;0.018159073897484803;0.051258895350937396;0.13290147205378483;0.023734756373783684;0.04739350768694039;0.12496115487808734	0.30482588147125034	1.0	No	1.0	1.0	1.0	1.0	0.9721653704461728	1.0	0.4226497308103757
MSE_6488	MSE@chrX@50567540-50567693;50569277-50570291;50573224-50573351;50577871-50578024;50580581-50580949;50581403-50581556;50584679-50584847;50591925-50592085;50595461-50595615;50598134-50598288;50600744-50600898;50608687-50608814;50612705-50612850@50564967-50615361	13	chrX:50567540-50567693;chrX:50569277-50570291;chrX:50573224-50573351;chrX:50577871-50578024;chrX:50580581-50580949;chrX:50581403-50581556;chrX:50584679-50584847;chrX:50591925-50592085;chrX:50595461-50595615;chrX:50598134-50598288;chrX:50600744-50600898;chrX:50608687-50608814;chrX:50612705-50612850	chrX:50564967-50567540;chrX:50567693-50569277;chrX:50570291-50573224;chrX:50573351-50577871;chrX:50578024-50580581;chrX:50580949-50581403;chrX:50581556-50584679;chrX:50584847-50591925;chrX:50592085-50595461;chrX:50595615-50598134;chrX:50598288-50600744;chrX:50600898-50608687;chrX:50608814-50612705;chrX:50612850-50615361;chrX:50564967-50615361	-	ENSMUSG00000085396	Firre	unannotated	1066;1040;375;529;383;308;780;978;446;266;329;41;326;458;0	1.0	1137;1340;332;599;353;583;978;887;444;284;436;71;473;484;4	0.9933782665247723	-0.0066217334752276535	inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf	0.1255263838726573;0.13691385940683784;0.049404594881460186;0.12754447751279724;0.053696975098252823;0.30482588147125034;0.13445304947191905;0.05146835724933112;0.12416435925408269;0.12482802605460512;0.13970490711314823;0.2955513393745606;0.15074338758864939;0.12496115487808734	0.30482588147125034	1.0	No	1.0	1.0	1.0	1.0	0.9770679770679771	1.0	0.42264973081037427
