event_id	pos_id	exon_a	exon_b	exon_c	intron_a	strand	gene_id	gene_name	label	ref_junction_a	ref_junction_a_start	ref_junction_a_end	ref_PSI	alt_junction_a	alt_junction_a_start	alt_junction_a_end	alt_PSI	dPSI	OR_junction_a_start	p_junction_a_start	OR_junction_a_end	p_junction_a_end	p_maximum	q	Diff events	WT_F_1_PSI	WT_F_2_PSI	WT_F_3_PSI	KO_F_1_PSI	KO_M_3_PSI	KO_M_4_PSI	p_ttest
RI_3075	RI@chr18@34651462-34651547	chr18:34651390-34651462	chr18:34651547-34651735	chr18:34651390-34651735	chr18:34651462-34651547	-	ENSMUSG00000024370	Cdc23	unannotated	1582	42	75	0.035659859798841814	936	32	42	0.03802672147995889	0.0023668616811170773	1.2877492877492878	0.3293289309514392	0.9464957264957264	0.8449777529292326	0.8449777529292326	1.0	No	0.04171122994652406	0.031149301825993556	0.03462897526501767	0.018050541516245487	0.06521739130434782	0.044274809160305344	0.6760552872114743
RI_3077	RI@chr18@34794563-34795675	chr18:34794450-34794563	chr18:34795675-34795780	chr18:34794450-34795780	chr18:34794563-34795675	+	ENSMUSG00000038773	Kdm3b	annotated	312	0	19	0.029548989113530325	263	0	17	0.03130755064456722	0.0017585615310368972		1.0	1.0614368621172703	0.8650626345302813	1.0	1.0	No	0.0	0.0	0.12751677852348994	0.04504504504504504	0.056910569105691054	0.0	0.8660403297766281
RI_3079	RI@chr18@35660891-35662012	chr18:35660792-35660891	chr18:35662012-35662186	chr18:35660792-35662186	chr18:35660891-35662012	-	ENSMUSG00000024352	Spata24	unannotated	0	158	60	1.0	0	67	94	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3083	RI@chr18@35805821-35805860	chr18:35805518-35805821	chr18:35805860-35807168	chr18:35805518-35807168	chr18:35805821-35805860	+	ENSMUSG00000091896	Ube2d2a	annotated	0	1494	840	1.0	0	1062	703	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3091	RI@chr18@36670129-36670262	chr18:36670004-36670129	chr18:36670262-36670895	chr18:36670004-36670895	chr18:36670129-36670262	-	ENSMUSG00000006050	Sra1	unannotated	0	249	985	1.0	0	159	685	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3096	RI@chr18@36737572-36737669	chr18:36737457-36737572	chr18:36737669-36737955	chr18:36737457-36737955	chr18:36737572-36737669	+	ENSMUSG00000006850	Tmco6	unannotated	676	175	68	0.1523510971786834	451	111	30	0.13518696069031638	-0.01716413648836701	0.9507253721887868	0.7354691950765871	0.6612755967131864	0.0839690038893931	0.7354691950765871	1.0	No	0.09971509971509972	0.19240506329113924	0.12334801762114538	0.12384473197781885	0.17073170731707318	0.13609467455621302	0.8812492472435246
RI_3105	RI@chr18@37185047-37185476	chr18:37184946-37185047	chr18:37185476-37187661	chr18:37184946-37187661	chr18:37185047-37185476	+	ENSMUSG00000103442	Pcdha1	unannotated	17	96	163	0.8839590443686007	18	100	76	0.8301886792452831	-0.053770365123317676	0.9837962962962963	1.0	0.4403544648943422	0.034583869825356106	1.0	1.0	No	0.5526315789473685	1.0	1.0	0.9047619047619048	0.8181818181818182	0.7831325301204819	0.9277995862953229
RI_3107	RI@chr18@37941458-37941708	chr18:37941379-37941458	chr18:37941708-37941766	chr18:37941379-37941766	chr18:37941458-37941708	-	ENSMUSG00000024454	Hdac3	annotated	4272	742	451	0.1225223374756085	3423	605	506	0.13962548699258515	0.01710314951697664	1.0175969913373382	0.7891588534887088	1.4002265877172357	9.858549718635958e-07	0.7891588534887088	1.0	No	0.12345151644596326	0.11411172888535875	0.13069908814589665	0.14639475600874	0.11538461538461539	0.1522408484433801	0.31562185621762046
RI_3109	RI@chr18@37958389-37958759	chr18:37958014-37958389	chr18:37958759-37959179	chr18:37958014-37959179	chr18:37958389-37958759	+	ENSMUSG00000044024	Rell2	unannotated	0	146	90	1.0	0	147	46	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3111	RI@chr18@37974502-37974618	chr18:37974365-37974502	chr18:37974618-37974681	chr18:37974365-37974681	chr18:37974502-37974618	-	ENSMUSG00000024451	Arap3	annotated	85	1	0	0.005847953216374269	24	2	0	0.04	0.03415204678362573	7.083333333333333	0.13403825903825906		1.0	1.0	1.0	No	0.0	0.01694915254237288	0.0	0.0	0.2	0.0	0.4568720900510051
RI_3113	RI@chr18@38249938-38250053	chr18:38249714-38249938	chr18:38250053-38250565	chr18:38249714-38250565	chr18:38249938-38250053	-	ENSMUSG00000097080	1700086O06Rik	unannotated	0	263	81	1.0	0	148	171	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3114	RI@chr18@38252965-38253908	chr18:38252821-38252965	chr18:38253908-38254069	chr18:38252821-38254069	chr18:38252965-38253908	+	ENSMUSG00000024442	Dele1	annotated	1695	43	36	0.022773133467858173	1316	15	28	0.016074766355140185	-0.006698367112717988	0.44930020499045736	0.007084504760392758	1.00177304964539	1.0	1.0	1.0	No	0.018363939899833055	0.035736677115987464	0.0	0.025594149908592323	0.014134275618374558	0.006896551724137931	0.8444031785991882
RI_3115	RI@chr18@38254069-38254280	chr18:38252821-38254069	chr18:38254280-38257146	chr18:38252821-38257146	chr18:38254069-38254280	+	ENSMUSG00000024442	Dele1	unannotated	1209	0	4	0.0016515276630883566	861	0	9	0.005199306759098787	0.0035477790960104305		1.0	3.1594076655052263	0.05142409643745725	1.0	1.0	No	0.0	0.004219409282700422	0.0	0.004709576138147566	0.007518796992481203	0.004316546762589928	0.08316326537905783
RI_3117	RI@chr18@38460650-38464237	chr18:38460545-38460650	chr18:38464237-38465303	chr18:38460545-38465303	chr18:38460650-38464237	+	ENSMUSG00000024425	Ndfip1	unannotated	0	40	35	1.0	0	30	7	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3118	RI@chr18@38460650-38464277	chr18:38460545-38460650	chr18:38464277-38465303	chr18:38460545-38465303	chr18:38460650-38464277	+	ENSMUSG00000024425	Ndfip1	unannotated	12683	40	701	0.02838319224729	8762	30	416	0.02481914301613801	-0.0035640492311519896	1.0856254279844784	0.8077761462236186	0.8590017651764965	0.0175559535970037	0.8077761462236186	1.0	No	0.034263511126810316	0.03439564710454722	0.019009159854230278	0.01933982841355242	0.037785588752196834	0.021556336951536463	0.7187218753932905
RI_3120	RI@chr18@39357663-39357799	chr18:39357553-39357663	chr18:39357799-39357828	chr18:39357553-39357828	chr18:39357663-39357799	+	ENSMUSG00000036452	Arhgap26	annotated	0	30	23	1.0	0	54	86	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0		1.0	1.0	1.0	
RI_3122	RI@chr18@42898938-42899453	chr18:42898745-42898938	chr18:42899453-42899643	chr18:42898745-42899643	chr18:42898938-42899453	-	ENSMUSG00000024500	Ppp2r2b	unannotated	0	2300	170	1.0	0	1985	208	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3128	RI@chr18@46608276-46608348	chr18:46607504-46608276	chr18:46608348-46610211	chr18:46607504-46610211	chr18:46608276-46608348	+	ENSMUSG00000057561	Eif1a	annotated	0	392	374	1.0	0	401	418	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3129	RI@chr18@47281823-47281902	chr18:47281795-47281823	chr18:47281902-47281971	chr18:47281795-47281971	chr18:47281823-47281902	-	ENSMUSG00000019647	Sema6a	annotated	0	24	17	1.0	0	120	144	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0		1.0	1.0	1.0	
RI_3130	RI@chr18@50043085-50045962	chr18:50042982-50043085	chr18:50045962-50046650	chr18:50042982-50046650	chr18:50043085-50045962	-	ENSMUSG00000086600	C030005K06Rik	unannotated	29	82	292	0.8657407407407407	36	152	364	0.8775510204081632	0.01181027966742254	1.4932249322493225	0.1914111932521787	1.0041856925418569	1.0	1.0	1.0	No	0.9565217391304348	0.8231292517006803		0.9052631578947369	0.8940397350993378	0.8461538461538461	0.9246418677242225
RI_3131	RI@chr18@50052826-50053297	chr18:50052749-50052826	chr18:50053297-50053619	chr18:50052749-50053619	chr18:50052826-50053297	+	ENSMUSG00000062210	Tnfaip8	unannotated	0	229	189	1.0	0	242	244	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3136	RI@chr18@53723466-53724354	chr18:53723083-53723466	chr18:53724354-53724581	chr18:53723083-53724581	chr18:53723466-53724354	-	ENSMUSG00000048799	Cep120	unannotated	0	0	70	1.0	9	15	21	0.6666666666666666	-0.33333333333333337		1.0	0.0	7.52124422313913e-06	1.0	1.0	No	1.0	1.0	1.0	1.0	0.4375	1.0	0.42264973081037427
RI_3140	RI@chr18@59065885-59066929	chr18:59065835-59065885	chr18:59066929-59066989	chr18:59065835-59066989	chr18:59065885-59066929	+	ENSMUSG00000050875	Minar2	annotated	33	18	199	0.7667844522968198	27	13	133	0.73	-0.036784452296819814	0.8827160493827161	0.8265201433889328	0.8168620882188722	0.47909132337950666	0.8265201433889328	1.0	No	1.0	0.46774193548387094	1.0	0.7011494252873564	0.8765432098765432	0.4375	0.5315753649996049
RI_3141	RI@chr18@59065885-59066910	chr18:59065835-59065885	chr18:59066910-59066989	chr18:59065835-59066989	chr18:59065885-59066910	+	ENSMUSG00000050875	Minar2	annotated	86	18	68	0.3333333333333333	62	13	45	0.31868131868131866	-0.014652014652014655	1.0017921146953406	1.0	0.9179316888045541	0.7997843246500367	1.0	1.0	No	1.0	0.2391304347826087	0.23308270676691728	0.16455696202531644	0.5142857142857142	0.2727272727272727	0.578081196895095
RI_3143	RI@chr18@60812365-60812423	chr18:60812152-60812365	chr18:60812423-60812652	chr18:60812152-60812652	chr18:60812365-60812423	+	ENSMUSG00000024610	Cd74	annotated	0	3089	3245	1.0	0	2773	2608	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3149	RI@chr18@61743430-61743667	chr18:61743278-61743430	chr18:61743667-61743760	chr18:61743278-61743760	chr18:61743430-61743667	-	ENSMUSG00000033032	Afap1l1	annotated	56	0	0	0.0	51	4	0	0.03773584905660377	0.03773584905660377	inf	0.05694685511199276		1.0	1.0	1.0	No	0.0	0.0	0.0	0.0	0.07692307692307693	0.06666666666666667	0.18557838197158985
RI_3151	RI@chr18@6241141-6241356	chr18:6240982-6241141	chr18:6241356-6241783	chr18:6240982-6241783	chr18:6241141-6241356	-	ENSMUSG00000006740	Kif5b	unannotated	0	262	145	1.0	0	299	174	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3159	RI@chr18@65687654-65687697	chr18:65686962-65687654	chr18:65687697-65689443	chr18:65686962-65689443	chr18:65687654-65687697	+	ENSMUSG00000042439	Zfp532	unannotated	0	336	400	1.0	0	348	381	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3173	RI@chr18@73877927-73880845	chr18:73877845-73877927	chr18:73880845-73881507	chr18:73877845-73881507	chr18:73877927-73880845	+	ENSMUSG00000064036	Mro	unannotated	287	2892	29	0.8357653791130186	296	1656	33	0.7404647084612013	-0.09530067065181735	0.5552035437927554	4.0148657530951104e-11	1.103331780055918	0.7896443461391578	0.7896443461391578	1.0	No	0.7069701280227596	0.8845188284518829	0.8559799624295554	0.7945823927765236	0.7449664429530202	0.6770963704630788	0.31225632310212803
RI_3174	RI@chr18@74219238-74219383	chr18:74219131-74219238	chr18:74219383-74219567	chr18:74219131-74219567	chr18:74219238-74219383	+	ENSMUSG00000024560	Cxxc1	annotated	542	195	136	0.23392226148409895	515	193	134	0.24097273397199706	0.007050472487898113	1.0416330594971372	0.7666222166816163	1.036950314106225	0.8379051040143953	0.8379051040143953	1.0	No	0.18160919540229886	0.23478260869565218	0.28888888888888886	0.1956043956043956	0.18441558441558442	0.3230174081237911	0.9897237391429431
RI_3176	RI@chr18@74273574-74273599	chr18:74273413-74273574	chr18:74273599-74273657	chr18:74273413-74273657	chr18:74273574-74273599	+	ENSMUSG00000024561	Mbd1	unannotated	0	541	518	1.0	0	428	483	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3177	RI@chr18@74277429-74277517	chr18:74277301-74277429	chr18:74277517-74277578	chr18:74277301-74277578	chr18:74277429-74277517	+	ENSMUSG00000024561	Mbd1	annotated	365	36	41	0.09541511771995044	325	29	31	0.08450704225352113	-0.010908075466429315	0.9047008547008547	0.7950864139450509	0.8491557223264541	0.5369777617181658	0.7950864139450509	1.0	No	0.13812154696132597	0.11304347826086956	0.0	0.030927835051546393	0.2648648648648649	0.008547008547008548	0.8599982381617569
RI_3180	RI@chr18@75394451-75395038	chr18:75393827-75394451	chr18:75395038-75395935	chr18:75393827-75395935	chr18:75394451-75395038	+	ENSMUSG00000025880	Smad7	annotated	0	83	161	1.0	0	150	149	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0		1.0	1.0	1.0	
RI_3189	RI@chr18@84744438-84745029	chr18:84739369-84744438	chr18:84745029-84745272	chr18:84739369-84745272	chr18:84744438-84745029	+	ENSMUSG00000047992	Dipk1c	unannotated	0	356	35	1.0	0	265	35	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3192	RI@chr18@90533274-90534382	chr18:90533221-90533274	chr18:90534382-90534438	chr18:90533221-90534438	chr18:90533274-90534382	+	ENSMUSG00000024614	Tmx3	annotated	2643	38	97	0.024903154399557276	2618	14	95	0.02039289055191768	-0.004510263847639598	0.37193920630453137	0.001159888692230186	0.988733825301442	0.941595303908329	0.941595303908329	1.0	No	0.03248730964467005	0.022090059473237042	0.01731996353691887	0.021216407355021217	0.02453271028037383	0.016674177557458314	0.5746193595723216
RI_3199	RI@chr19@10054121-10054227	chr19:10054020-10054121	chr19:10054227-10054349	chr19:10054020-10054349	chr19:10054121-10054227	+	ENSMUSG00000024664	Fads3	annotated	955	52	42	0.046906187624750496	839	47	44	0.05144149236856981	0.004535304743819316	1.0288117722563492	0.9178310592716528	1.1924626823315738	0.44054160032074785	0.9178310592716528	1.0	No	0.006772009029345372	0.045454545454545456	0.06770255271920089	0.04482225656877898	0.029850746268656716	0.06944444444444445	0.7262575101402712
RI_3202	RI@chr19@10207300-10207717	chr19:10207164-10207300	chr19:10207717-10207824	chr19:10207164-10207824	chr19:10207300-10207717	+	ENSMUSG00000036372	Tmem258	unannotated	3898	430	175	0.07201523628139507	1945	389	88	0.10922830318296313	0.03721306690156806	1.8130232558139534	5.147296978805144e-15	1.0077825927286082	0.9467684286701861	0.9467684286701861	1.0	No	0.09194805194805195	0.07561156412157154	0.059290629962943354	0.0921293471629042	0.10838831291234684	0.1265746850629874	0.0715511747936747
RI_3203	RI@chr19@10215810-10216061	chr19:10215742-10215810	chr19:10216061-10216149	chr19:10215742-10216149	chr19:10215810-10216061	-	ENSMUSG00000036098	Myrf	annotated	65	0	0	0.0	61	0	0	0.0	0.0		1.0		1.0	1.0	1.0	No	0.0	0.0		0.0	0.0	0.0	
RI_3210	RI@chr19@11253280-11254455	chr19:11253179-11253280	chr19:11254455-11254691	chr19:11253179-11254691	chr19:11253280-11254455	-	ENSMUSG00000024673	Ms4a1	unannotated	85	0	0	0.0	46	0	6	0.061224489795918366	0.061224489795918366		1.0	inf	0.00247716585352264	1.0	1.0	No	0.0		0.0	0.0	0.0	0.1875	0.42264973081037427
RI_3211	RI@chr19@11454771-11457796	chr19:11454652-11454771	chr19:11457796-11458193	chr19:11454652-11458193	chr19:11454771-11457796	+	ENSMUSG00000056290	Ms4a4b	unannotated	91	0	0	0.0	27	0	0	0.0	0.0		1.0		1.0	1.0	1.0	No	0.0	0.0		0.0	0.0	0.0	
RI_3223	RI@chr19@12776073-12776412	chr19:12775995-12776073	chr19:12776412-12776462	chr19:12775995-12776462	chr19:12776073-12776412	-	ENSMUSG00000024695	Zfp91	annotated	573	34	0	0.0288135593220339	692	40	28	0.046831955922865015	0.018018396600831117	0.9741584495069704	1.0	inf	1.203076254877269e-07	1.0	1.0	No	0.014373716632443531	0.04695652173913043	0.0	0.0368763557483731	0.019943019943019943	0.06875	0.34342548217789415
RI_3228	RI@chr19@18584743-18586547	chr19:18584642-18584743	chr19:18586547-18586625	chr19:18584642-18586625	chr19:18584743-18586547	-	ENSMUSG00000024725	Ostf1	annotated	1854	62	19	0.021377672209026127	1216	40	27	0.026810724289715888	0.005433052080689761	0.9836587436332768	1.0	2.166637811634349	0.009891911363087504	1.0	1.0	No	0.005420054200542005	0.0373066424021838	0.018442622950819672	0.03745743473325766	0.0140485312899106	0.027544910179640718	0.6332441742002567
RI_3232	RI@chr19@22987139-22988794	chr19:22986856-22987139	chr19:22988794-22995410	chr19:22986856-22995410	chr19:22987139-22988794	+	ENSMUSG00000052387	Trpm3	annotated	152	263	284	0.6427732079905993	269	339	515	0.6135057471264368	-0.029267460864162542	0.7283418378164445	0.016661100775648672	1.0246609770145034	0.850697055310524	0.850697055310524	1.0	No	0.6838235294117647	0.6614785992217899	0.3230769230769231	0.6296296296296297	0.6077481840193705	0.6051188299817185	0.6685258009968676
RI_3233	RI@chr19@22990448-22990491	chr19:22988794-22990448	chr19:22990491-22995410	chr19:22988794-22995410	chr19:22990448-22990491	+	ENSMUSG00000052387	Trpm3	unannotated	0	66	0	1.0	0	108	14	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3247	RI@chr19@3284817-3285310	chr19:3284760-3284817	chr19:3285310-3285395	chr19:3284760-3285395	chr19:3284817-3285310	+	ENSMUSG00000024829	Mrpl21	unannotated	2432	69	74	0.028560015977631317	1486	42	35	0.025254181698917678	-0.0033058342787136395	0.996196383638598	1.0	0.7740715143137754	0.230630280787318	1.0	1.0	No	0.05997818974918211	0.03573176700930005	0.0073277967757694185	0.020664869721473494	0.019337016574585635	0.033003300330033	0.583605489520426
RI_3253	RI@chr19@3484916-3486976	chr19:3483528-3484916	chr19:3486976-3487091	chr19:3483528-3487091	chr19:3484916-3486976	-	ENSMUSG00000024908	Ppp6r3	annotated	1014	15	13	0.013618677042801557	1343	50	18	0.024691358024691357	0.0110726809818898	2.516753536857781	0.0013132600891844893	1.0454206999255398	1.0	1.0	1.0	No	0.010958904109589041	0.017361111111111112	0.0	0.025149700598802394	0.02696078431372549	0.022665457842248413	0.08490988126290311
RI_3256	RI@chr19@36599719-36601470	chr19:36599596-36599719	chr19:36601470-36601528	chr19:36599596-36601528	chr19:36599719-36601470	+	ENSMUSG00000041180	Hectd2	unannotated	0	11	109	1.0	0	46	108	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0		1.0	1.0	1.0	
RI_3257	RI@chr19@36599719-36601429	chr19:36599596-36599719	chr19:36601429-36601528	chr19:36599596-36601528	chr19:36599719-36601429	+	ENSMUSG00000041180	Hectd2	unannotated	16	11	19	0.4838709677419355	55	46	43	0.4472361809045226	-0.03663478683741289	1.2165289256198346	0.827798262285767	0.6583732057416268	0.32725416923584094	0.827798262285767	1.0	No	0.3548387096774194	0.6129032258064516		0.5164835164835165	0.5925925925925926	0.18518518518518517	0.7920029405075435
RI_3259	RI@chr19@36612231-36612317	chr19:36612144-36612231	chr19:36612317-36612423	chr19:36612144-36612423	chr19:36612231-36612317	+	ENSMUSG00000041180	Hectd2	unannotated	182	0	0	0.0	115	4	0	0.017094017094017096	0.017094017094017096	inf	0.02368632134689639		1.0	1.0	1.0	No	0.0	0.0	0.0	0.0	0.046511627906976744	0.0	0.42264973081037427
RI_3261	RI@chr19@3807421-3808633	chr19:3807225-3807421	chr19:3808633-3808835	chr19:3807225-3808835	chr19:3807421-3808633	+	ENSMUSG00000045098	Kmt5b	annotated	0	72	56	1.0	0	39	59	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3263	RI@chr19@38221950-38223962	chr19:38221837-38221950	chr19:38223962-38224163	chr19:38221837-38224163	chr19:38221950-38223962	-	ENSMUSG00000054237	Fra10ac1	unannotated	0	87	24	1.0	0	62	28	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3267	RI@chr19@3897681-3897758	chr19:3897468-3897681	chr19:3897758-3897876	chr19:3897468-3897876	chr19:3897681-3897758	-	ENSMUSG00000001750	Tcirg1	unannotated	1430	47	93	0.04666666666666667	1126	39	37	0.03264604810996564	-0.014020618556701031	1.0538150485620348	0.8259447708170736	0.5052617506063904	0.0005192379574385235	0.8259447708170736	1.0	No	0.07834101382488479	0.03916866506794564	0.03642987249544627	0.029411764705882353	0.0321285140562249	0.03550295857988166	0.29543707730487745
RI_3274	RI@chr19@4004432-4004513	chr19:4004323-4004432	chr19:4004513-4004648	chr19:4004323-4004648	chr19:4004432-4004513	+	ENSMUSG00000024871	Doc2g	annotated	23	0	0	0.0	56	2	1	0.02608695652173913	0.02608695652173913	inf	1.0	inf	1.0	1.0	1.0	No	0.0	0.0		0.0	0.0	0.0379746835443038	0.42264973081037427
RI_3296	RI@chr19@4158717-4158803	chr19:4158610-4158717	chr19:4158803-4158919	chr19:4158610-4158919	chr19:4158717-4158803	-	ENSMUSG00000024830	Rps6kb2	annotated	23	391	255	0.9335260115606936	27	505	277	0.9354066985645934	0.0018806870038997614	1.1002178649237473	0.7708963765340139	0.9253449527959332	0.8825471518684755	0.8825471518684755	1.0	No	0.8524590163934426	1.0	0.8738738738738738	0.9504643962848297	0.961038961038961	0.9108635097493036	0.5661962838901972
RI_3313	RI@chr19@4264460-4265103	chr19:4264314-4264460	chr19:4265103-4265149	chr19:4264314-4265149	chr19:4264460-4265103	-	ENSMUSG00000034616	Ssh3	annotated	149	99	140	0.4450651769087523	158	100	60	0.33613445378151263	-0.10893072312723967	0.9525636107914589	0.855572162618691	0.40415913200723325	1.7415510004494142e-06	0.855572162618691	1.0	No	0.288135593220339	0.5078534031413613	0.6727272727272727	0.38686131386861317	0.40816326530612246	0.27800829875518673	0.3605614977159028
RI_3321	RI@chr19@4287623-4287823	chr19:4287558-4287623	chr19:4287823-4287985	chr19:4287558-4287985	chr19:4287623-4287823	-	ENSMUSG00000024858	Grk2	annotated	0	1097	0	1.0	0	1104	13	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3328	RI@chr19@44069395-44069589	chr19:44069272-44069395	chr19:44069589-44069785	chr19:44069272-44069785	chr19:44069395-44069589	-	ENSMUSG00000025198	Erlin1	unannotated	79	27	15	0.21	55	21	9	0.21428571428571427	0.004285714285714282	1.1171717171717173	0.8647137538980245	0.8618181818181818	0.8238685384589353	0.8647137538980245	1.0	No	0.75	0.21818181818181817	0.0	0.45454545454545453	0.35714285714285715	0.1111111111111111	0.954906830598413
RI_3330	RI@chr19@44079266-44081946	chr19:44078889-44079266	chr19:44081946-44081995	chr19:44078889-44081995	chr19:44079266-44081946	-	ENSMUSG00000025199	Chuk	unannotated	0	330	269	1.0	0	403	349	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3332	RI@chr19@4426256-4426580	chr19:4425667-4426256	chr19:4426580-4426761	chr19:4425667-4426761	chr19:4426256-4426580	-	ENSMUSG00000041845	Rhod	annotated	0	13	12	1.0	0	1	39	1.0	0.0		1.0		1.0	1.0	1.0	No		1.0		1.0	1.0	1.0	
RI_3340	RI@chr19@46033341-46034038	chr19:46031520-46033341	chr19:46034038-46034180	chr19:46031520-46034180	chr19:46033341-46034038	-	ENSMUSG00000025223	Ldb1	unannotated	263	1392	4012	0.9112984822934233	203	1049	2712	0.9025677945764339	-0.008730687716989372	0.976328492157862	0.8382484368354264	0.8757667883050356	0.17221229204291916	0.8382484368354264	1.0	No	0.8902116402116402	0.8707987778262767	0.9699106723084157	0.8978007761966365	0.8930602957906713	0.9115958668197475	0.7857258859214957
RI_3349	RI@chr19@46306364-46306486	chr19:46306283-46306364	chr19:46306486-46306526	chr19:46306283-46306526	chr19:46306364-46306486	+	ENSMUSG00000025225	Nfkb2	annotated	111	0	0	0.0	55	0	0	0.0	0.0		1.0		1.0	1.0	1.0	No	0.0	0.0	0.0	0.0	0.0	0.0	
RI_3351	RI@chr19@46311692-46311773	chr19:46311581-46311692	chr19:46311773-46312385	chr19:46311581-46312385	chr19:46311692-46311773	+	ENSMUSG00000025225	Nfkb2	annotated	186	0	4	0.010638297872340425	114	0	4	0.017241379310344827	0.006603081438004402		1.0	1.631578947368421	0.4877408175503484	1.0	1.0	No	0.03389830508474576	0.0	0.0	0.0	0.2222222222222222	0.0	0.4869222299249094
RI_3362	RI@chr19@46656253-46656276	chr19:46653965-46656253	chr19:46656276-46657389	chr19:46653965-46657389	chr19:46656253-46656276	+	ENSMUSG00000047731	Wbp1l	unannotated	0	383	352	1.0	0	343	356	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3363	RI@chr19@46656253-46656278	chr19:46653965-46656253	chr19:46656278-46657389	chr19:46653965-46657389	chr19:46656253-46656278	+	ENSMUSG00000047731	Wbp1l	unannotated	0	383	485	1.0	0	343	496	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3364	RI@chr19@46702497-46702534	chr19:46701515-46702497	chr19:46702534-46703382	chr19:46701515-46703382	chr19:46702497-46702534	+	ENSMUSG00000062376	Borcs7	unannotated	0	133	89	1.0	0	174	70	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3365	RI@chr19@46702505-46702534	chr19:46701515-46702505	chr19:46702534-46703382	chr19:46701515-46703382	chr19:46702505-46702534	+	ENSMUSG00000062376	Borcs7	unannotated	0	92	89	1.0	0	105	70	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3372	RI@chr19@4764571-4765263	chr19:4761977-4764571	chr19:4765263-4767065	chr19:4761977-4767065	chr19:4764571-4765263	+	ENSMUSG00000033760	Rbm4b	unannotated	81	227	99	0.6680327868852459	60	159	245	0.7709923664122137	0.10295957952696777	0.9455947136563877	0.8417975479368812	3.340909090909091	4.9614036607745595e-09	0.8417975479368812	1.0	No	0.8441558441558441	0.5228426395939086	0.7383177570093458	0.9834710743801653	0.8055555555555556	0.6525096525096525	0.4514787161752231
RI_3374	RI@chr19@47732704-47732946	chr19:47732630-47732704	chr19:47732946-47732988	chr19:47732630-47732988	chr19:47732704-47732946	+	ENSMUSG00000025066	Sfr1	annotated	0	1909	1496	1.0	0	1557	1253	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
RI_3375	RI@chr19@47732782-47732831	chr19:47732630-47732782	chr19:47732831-47732988	chr19:47732630-47732988	chr19:47732782-47732831	+	ENSMUSG00000025066	Sfr1	unannotated	0	1239	1316	1.0	0	1085	1110	1.0	0.0		1.0		1.0	1.0	1.0	No	1.0	1.0	1.0	1.0	1.0	1.0	
